Transaction_ID,Date,Day,Time,Hour,Category,Product,Quantity,Unit_Price,Bill_Amount,Payment_Mode,Customer_Type,Discount,Final_Bill,Rating,Is_Weekend
1052,06-07-2026,Monday,17:32,17,Grocery,Rice,3,60,180,UPI,New,0,180,4.4,No
1053,06-07-2026,Monday,21:02,21,Household,Detergent,1,220,220,UPI,Regular,0,220,4.3,No
1054,06-07-2026,Monday,15:12,15,Dairy,Cheese,5,140,700,UPI,New,70,630,5,No
1055,06-07-2026,Monday,16:37,16,Grocery,Sugar,3,45,135,Card,Regular,0,135,4.8,No
1056,06-07-2026,Monday,11:13,11,Snacks,Chips,2,30,60,Card,Regular,0,60,4.4,No
1057,06-07-2026,Monday,15:31,15,Beverages,Juice,4,80,320,Cash,New,0,320,4.2,No
1058,06-07-2026,Monday,19:42,19,Dairy,Milk,3,55,165,Card,Regular,0,165,4.9,No
1059,06-07-2026,Monday,16:21,16,Grocery,Rice,3,60,180,UPI,Regular,0,180,4.8,No
1060,06-07-2026,Monday,16:29,16,Grocery,Flour,4,50,200,UPI,New,0,200,4.2,No
1061,06-07-2026,Monday,14:42,14,Beverages,Juice,2,80,160,UPI,Regular,0,160,3.9,No
1062,06-07-2026,Monday,15:18,15,Snacks,Biscuits,1,40,40,Cash,New,0,40,4.5,No
1063,06-07-2026,Monday,14:13,14,Grocery,Sugar,3,45,135,UPI,Regular,0,135,4.5,No
1064,06-07-2026,Monday,20:44,20,Beverages,Coffee,5,180,900,Cash,Regular,90,810,4.6,No
1065,06-07-2026,Monday,19:51,19,Dairy,Milk,1,55,55,UPI,Regular,0,55,4.6,No
1066,06-07-2026,Monday,16:49,16,Grocery,Flour,1,50,50,Cash,Regular,0,50,4.4,No
1067,06-07-2026,Monday,15:16,15,Beverages,Coffee,1,180,180,Cash,Regular,0,180,4.2,No
1068,06-07-2026,Monday,16:08,16,Grocery,Sugar,2,45,90,UPI,New,0,90,4.1,No
1069,06-07-2026,Monday,16:55,16,Beverages,Juice,3,80,240,Cash,Regular,0,240,4.6,No
1070,06-07-2026,Monday,16:05,16,Grocery,Sugar,1,45,45,UPI,Regular,0,45,4.6,No
1071,06-07-2026,Monday,12:39,12,Grocery,Sugar,5,45,225,Cash,New,0,225,4.9,No
1072,06-07-2026,Monday,15:51,15,Grocery,Sugar,5,45,225,Cash,New,0,225,4.7,No
1073,06-07-2026,Monday,16:54,16,Snacks,Biscuits,3,40,120,UPI,Regular,0,120,3.9,No
1074,06-07-2026,Monday,17:33,17,Dairy,Butter,1,90,90,Cash,New,0,90,3.8,No
1075,06-07-2026,Monday,17:38,17,Grocery,Flour,2,50,100,UPI,New,0,100,4.8,No
1076,06-07-2026,Monday,18:01,18,Dairy,Butter,1,90,90,Card,Regular,0,90,4.4,No
1077,06-07-2026,Monday,17:29,17,Grocery,Flour,1,50,50,Card,Regular,0,50,4,No
1078,06-07-2026,Monday,15:02,15,Beverages,Tea,2,120,240,UPI,Regular,0,240,4.3,No
1079,06-07-2026,Monday,16:32,16,Snacks,Namkeen,4,70,280,UPI,Regular,0,280,3.9,No
1080,06-07-2026,Monday,15:02,15,Grocery,Rice,4,60,240,UPI,Regular,0,240,4.2,No
1081,06-07-2026,Monday,14:58,14,Grocery,Sugar,3,45,135,Cash,New,0,135,4.6,No
1082,06-07-2026,Monday,09:22,9,Dairy,Milk,1,55,55,UPI,New,0,55,4.9,No
1083,06-07-2026,Monday,15:45,15,Beverages,Juice,3,80,240,UPI,Regular,0,240,4.3,No
1084,06-07-2026,Monday,16:33,16,Snacks,Chips,3,30,90,UPI,Regular,0,90,3.5,No
1085,06-07-2026,Monday,21:18,21,Beverages,Tea,3,120,360,UPI,Regular,0,360,4.4,No
1086,06-07-2026,Monday,14:06,14,Household,Detergent,4,220,880,UPI,Regular,88,792,4.4,No
1087,06-07-2026,Monday,17:33,17,Grocery,Rice,5,60,300,Card,Regular,0,300,4.7,No
1088,06-07-2026,Monday,15:16,15,Grocery,Sugar,4,45,180,UPI,New,0,180,4.7,No
1089,06-07-2026,Monday,17:40,17,Grocery,Flour,2,50,100,Card,New,0,100,4,No
1090,06-07-2026,Monday,11:48,11,Beverages,Tea,1,120,120,UPI,Regular,0,120,4.4,No
1091,06-07-2026,Monday,21:52,21,Beverages,Coffee,4,180,720,UPI,New,72,648,4.3,No
1092,06-07-2026,Monday,16:19,16,Snacks,Biscuits,3,40,120,UPI,Regular,0,120,4.3,No
1093,06-07-2026,Monday,17:13,17,Grocery,Rice,3,60,180,UPI,New,0,180,4,No
1094,06-07-2026,Monday,16:26,16,Dairy,Butter,2,90,180,UPI,New,0,180,4.4,No
1095,06-07-2026,Monday,20:07,20,Beverages,Tea,1,120,120,UPI,Regular,0,120,4,No
1096,06-07-2026,Monday,17:29,17,Snacks,Biscuits,4,40,160,UPI,Regular,0,160,3.8,No
1097,06-07-2026,Monday,17:37,17,Grocery,Rice,3,60,180,Cash,Regular,0,180,4.7,No
1098,06-07-2026,Monday,17:01,17,Grocery,Flour,4,50,200,UPI,Regular,0,200,4.6,No
1099,06-07-2026,Monday,14:26,14,Snacks,Biscuits,4,40,160,Cash,New,0,160,4,No
1100,06-07-2026,Monday,17:24,17,Grocery,Sugar,1,45,45,UPI,Regular,0,45,4.1,No
1101,06-07-2026,Monday,16:32,16,Grocery,Rice,2,60,120,Cash,Regular,0,120,4,No
1102,06-07-2026,Monday,15:20,15,Beverages,Coffee,5,180,900,UPI,New,90,810,4.4,No
1103,06-07-2026,Monday,10:08,10,Household,Detergent,1,220,220,UPI,Regular,0,220,3.7,No
1104,06-07-2026,Monday,12:15,12,Snacks,Chips,2,30,60,Cash,New,0,60,3.9,No
1105,06-07-2026,Monday,15:56,15,Grocery,Rice,4,60,240,UPI,Regular,0,240,4.9,No
1106,06-07-2026,Monday,21:35,21,Grocery,Rice,5,60,300,Card,New,0,300,3.7,No
1107,06-07-2026,Monday,13:43,13,Snacks,Namkeen,1,70,70,UPI,Regular,0,70,3.8,No
1108,06-07-2026,Monday,16:20,16,Snacks,Namkeen,3,70,210,UPI,New,0,210,3.9,No
1109,06-07-2026,Monday,17:37,17,Grocery,Sugar,5,45,225,UPI,New,0,225,4.3,No
1110,06-07-2026,Monday,21:31,21,Dairy,Butter,2,90,180,Cash,Regular,0,180,3.6,No
1111,06-07-2026,Monday,15:11,15,Dairy,Milk,5,55,275,UPI,New,0,275,4.5,No
1112,06-07-2026,Monday,16:17,16,Grocery,Rice,5,60,300,UPI,New,0,300,4.4,No
1113,06-07-2026,Monday,14:29,14,Grocery,Rice,4,60,240,Cash,New,0,240,5,No
1114,06-07-2026,Monday,17:27,17,Snacks,Biscuits,3,40,120,UPI,Regular,0,120,3.7,No
1115,06-07-2026,Monday,17:14,17,Beverages,Coffee,2,180,360,UPI,Regular,0,360,3.7,No
1116,06-07-2026,Monday,15:27,15,Grocery,Flour,2,50,100,UPI,Regular,0,100,4.4,No
1117,06-07-2026,Monday,13:36,13,Household,Cleaner,5,180,900,UPI,Regular,90,810,4.3,No
1118,06-07-2026,Monday,15:19,15,Grocery,Rice,4,60,240,UPI,Regular,0,240,4.8,No
1119,06-07-2026,Monday,14:51,14,Grocery,Rice,4,60,240,UPI,New,0,240,3.9,No
1120,06-07-2026,Monday,09:00,9,Grocery,Flour,3,50,150,Cash,Regular,0,150,4.6,No
1121,07-07-2026,Tuesday,14:45,14,Beverages,Tea,2,120,240,UPI,New,0,240,4.8,No
1122,07-07-2026,Tuesday,13:10,13,Snacks,Chips,4,30,120,UPI,Regular,0,120,4.4,No
1123,07-07-2026,Tuesday,17:32,17,Snacks,Biscuits,2,40,80,UPI,New,0,80,4.1,No
1124,07-07-2026,Tuesday,09:58,9,Household,Detergent,2,220,440,Card,New,0,440,3.6,No
1125,07-07-2026,Tuesday,15:51,15,Dairy,Butter,4,90,360,Cash,New,0,360,3.6,No
1126,07-07-2026,Tuesday,19:06,19,Grocery,Flour,1,50,50,Card,New,0,50,4.6,No
1127,07-07-2026,Tuesday,13:56,13,Household,Cleaner,3,180,540,Cash,Regular,54,486,4.9,No
1128,07-07-2026,Tuesday,17:51,17,Dairy,Cheese,2,140,280,Cash,New,0,280,4.2,No
1129,07-07-2026,Tuesday,11:26,11,Snacks,Biscuits,3,40,120,UPI,Regular,0,120,4.9,No
1130,07-07-2026,Tuesday,15:23,15,Dairy,Milk,5,55,275,UPI,New,0,275,4.9,No
1131,07-07-2026,Tuesday,15:03,15,Dairy,Milk,2,55,110,Cash,Regular,0,110,4.8,No
1132,07-07-2026,Tuesday,17:41,17,Snacks,Biscuits,4,40,160,Card,Regular,0,160,4.9,No
1133,07-07-2026,Tuesday,10:22,10,Dairy,Butter,5,90,450,UPI,New,0,450,4.4,No
1134,07-07-2026,Tuesday,16:32,16,Snacks,Biscuits,4,40,160,Cash,New,0,160,5,No
1135,07-07-2026,Tuesday,19:15,19,Beverages,Coffee,1,180,180,UPI,Regular,0,180,4.5,No
1136,07-07-2026,Tuesday,15:58,15,Grocery,Sugar,3,45,135,Cash,Regular,0,135,3.7,No
1137,07-07-2026,Tuesday,15:54,15,Dairy,Cheese,5,140,700,Cash,Regular,70,630,4.5,No
1138,07-07-2026,Tuesday,17:11,17,Dairy,Milk,4,55,220,UPI,Regular,0,220,4.8,No
1139,07-07-2026,Tuesday,20:04,20,Grocery,Flour,4,50,200,UPI,Regular,0,200,4.8,No
1140,07-07-2026,Tuesday,14:31,14,Snacks,Namkeen,5,70,350,UPI,Regular,0,350,3.5,No
1141,07-07-2026,Tuesday,14:47,14,Grocery,Sugar,4,45,180,Cash,Regular,0,180,4.7,No
1142,07-07-2026,Tuesday,14:35,14,Grocery,Rice,3,60,180,UPI,Regular,0,180,4,No
1143,07-07-2026,Tuesday,15:44,15,Beverages,Coffee,2,180,360,UPI,Regular,0,360,3.6,No
1144,07-07-2026,Tuesday,15:42,15,Dairy,Butter,2,90,180,UPI,Regular,0,180,4.9,No
1145,07-07-2026,Tuesday,10:33,10,Snacks,Namkeen,3,70,210,UPI,New,0,210,4.5,No
1146,07-07-2026,Tuesday,21:44,21,Snacks,Chips,4,30,120,UPI,Regular,0,120,4.6,No
1147,07-07-2026,Tuesday,16:05,16,Dairy,Cheese,4,140,560,Cash,New,56,504,4.4,No
1148,07-07-2026,Tuesday,14:12,14,Snacks,Biscuits,5,40,200,UPI,New,0,200,4.4,No
1149,07-07-2026,Tuesday,15:08,15,Grocery,Flour,1,50,50,UPI,Regular,0,50,4.6,No
1150,07-07-2026,Tuesday,15:06,15,Beverages,Juice,1,80,80,Cash,Regular,0,80,4.4,No
1151,07-07-2026,Tuesday,16:44,16,Beverages,Juice,1,80,80,UPI,New,0,80,3.7,No
1152,07-07-2026,Tuesday,21:37,21,Snacks,Biscuits,1,40,40,Cash,Regular,0,40,3.6,No
1153,07-07-2026,Tuesday,16:10,16,Snacks,Biscuits,3,40,120,Cash,Regular,0,120,4.9,No
1154,07-07-2026,Tuesday,16:32,16,Beverages,Juice,4,80,320,UPI,Regular,0,320,4.2,No
1155,07-07-2026,Tuesday,18:15,18,Snacks,Chips,3,30,90,Cash,New,0,90,4.1,No
1156,07-07-2026,Tuesday,15:40,15,Dairy,Butter,2,90,180,Card,Regular,0,180,3.8,No
1157,07-07-2026,Tuesday,18:20,18,Household,Cleaner,3,180,540,UPI,Regular,54,486,4.2,No
1158,07-07-2026,Tuesday,16:12,16,Grocery,Rice,5,60,300,Cash,Regular,0,300,4.2,No
1159,07-07-2026,Tuesday,19:29,19,Dairy,Milk,2,55,110,UPI,Regular,0,110,4.9,No
1160,07-07-2026,Tuesday,10:14,10,Snacks,Namkeen,3,70,210,UPI,Regular,0,210,4.5,No
1161,07-07-2026,Tuesday,14:29,14,Grocery,Sugar,2,45,90,Cash,Regular,0,90,4.1,No
1162,07-07-2026,Tuesday,16:30,16,Grocery,Sugar,1,45,45,Cash,Regular,0,45,5,No
1163,07-07-2026,Tuesday,15:14,15,Snacks,Chips,5,30,150,UPI,Regular,0,150,4.2,No
1164,07-07-2026,Tuesday,16:36,16,Dairy,Milk,1,55,55,Card,New,0,55,4.8,No
1165,07-07-2026,Tuesday,15:19,15,Beverages,Juice,1,80,80,UPI,New,0,80,4.3,No
1166,07-07-2026,Tuesday,14:44,14,Grocery,Sugar,1,45,45,UPI,Regular,0,45,3.7,No
1167,07-07-2026,Tuesday,15:04,15,Snacks,Namkeen,5,70,350,UPI,Regular,0,350,4.7,No
1168,07-07-2026,Tuesday,13:14,13,Dairy,Cheese,4,140,560,Card,Regular,56,504,4,No
1169,07-07-2026,Tuesday,16:49,16,Snacks,Namkeen,3,70,210,Cash,Regular,0,210,4.4,No
1170,07-07-2026,Tuesday,12:08,12,Dairy,Butter,3,90,270,UPI,Regular,0,270,4.1,No
1171,07-07-2026,Tuesday,16:14,16,Household,Cleaner,1,180,180,Card,New,0,180,3.5,No
1172,07-07-2026,Tuesday,14:30,14,Grocery,Sugar,2,45,90,Cash,Regular,0,90,4.2,No
1173,07-07-2026,Tuesday,15:56,15,Household,Detergent,3,220,660,UPI,Regular,66,594,3.8,No
1174,07-07-2026,Tuesday,14:18,14,Grocery,Rice,3,60,180,UPI,Regular,0,180,3.7,No
1175,07-07-2026,Tuesday,14:38,14,Snacks,Chips,3,30,90,UPI,Regular,0,90,4,No
1176,07-07-2026,Tuesday,14:42,14,Beverages,Juice,1,80,80,Card,New,0,80,3.6,No
1177,07-07-2026,Tuesday,16:04,16,Dairy,Milk,4,55,220,Cash,New,0,220,3.9,No
1178,07-07-2026,Tuesday,14:43,14,Beverages,Juice,2,80,160,UPI,New,0,160,4.4,No
1179,07-07-2026,Tuesday,20:01,20,Beverages,Coffee,3,180,540,UPI,New,54,486,4.6,No
1180,07-07-2026,Tuesday,16:05,16,Grocery,Flour,1,50,50,UPI,Regular,0,50,4,No
1181,07-07-2026,Tuesday,14:17,14,Grocery,Sugar,1,45,45,Cash,New,0,45,4,No
1182,07-07-2026,Tuesday,09:20,9,Snacks,Namkeen,3,70,210,Card,Regular,0,210,4.6,No
1183,07-07-2026,Tuesday,15:39,15,Beverages,Tea,1,120,120,Card,Regular,0,120,4.4,No
1184,07-07-2026,Tuesday,13:22,13,Snacks,Biscuits,4,40,160,Cash,Regular,0,160,4.9,No
1185,07-07-2026,Tuesday,16:34,16,Grocery,Flour,5,50,250,UPI,Regular,0,250,3.7,No
1186,07-07-2026,Tuesday,14:40,14,Grocery,Sugar,1,45,45,UPI,Regular,0,45,3.9,No
1187,07-07-2026,Tuesday,15:36,15,Dairy,Cheese,4,140,560,Card,Regular,56,504,4.1,No
1188,07-07-2026,Tuesday,14:13,14,Snacks,Biscuits,5,40,200,Card,New,0,200,4.4,No
1189,07-07-2026,Tuesday,09:12,9,Snacks,Namkeen,5,70,350,Cash,Regular,0,350,4.5,No
1190,07-07-2026,Tuesday,11:11,11,Grocery,Rice,3,60,180,UPI,Regular,0,180,4.6,No
1191,07-07-2026,Tuesday,20:18,20,Grocery,Rice,4,60,240,Cash,Regular,0,240,4.8,No
1192,07-07-2026,Tuesday,15:49,15,Grocery,Rice,1,60,60,Cash,New,0,60,3.6,No
1193,07-07-2026,Tuesday,12:25,12,Household,Tissue,5,60,300,UPI,New,0,300,4.5,No
1194,07-07-2026,Tuesday,16:56,16,Snacks,Biscuits,3,40,120,UPI,Regular,0,120,4,No
1195,07-07-2026,Tuesday,14:03,14,Dairy,Cheese,3,140,420,UPI,New,0,420,4.7,No
1196,07-07-2026,Tuesday,17:15,17,Snacks,Biscuits,4,40,160,UPI,New,0,160,3.7,No
1197,07-07-2026,Tuesday,17:58,17,Household,Detergent,5,220,1100,UPI,New,110,990,3.6,No
1198,07-07-2026,Tuesday,17:15,17,Snacks,Chips,1,30,30,UPI,Regular,0,30,4.1,No
1199,07-07-2026,Tuesday,14:37,14,Grocery,Sugar,1,45,45,UPI,New,0,45,4.6,No
1200,07-07-2026,Tuesday,09:48,9,Snacks,Namkeen,2,70,140,UPI,Regular,0,140,4.8,No
1201,07-07-2026,Tuesday,15:27,15,Grocery,Flour,4,50,200,UPI,New,0,200,3.7,No
1202,07-07-2026,Tuesday,13:33,13,Beverages,Coffee,4,180,720,UPI,New,72,648,3.5,No
1203,07-07-2026,Tuesday,17:57,17,Beverages,Tea,2,120,240,Card,New,0,240,3.9,No
1204,07-07-2026,Tuesday,12:27,12,Household,Tissue,1,60,60,Card,Regular,0,60,4.6,No
1205,07-07-2026,Tuesday,10:00,10,Grocery,Rice,4,60,240,Cash,Regular,0,240,4.8,No
1206,07-07-2026,Tuesday,15:38,15,Beverages,Coffee,1,180,180,Card,Regular,0,180,3.9,No
1207,07-07-2026,Tuesday,15:15,15,Beverages,Tea,4,120,480,Cash,Regular,0,480,4.2,No
1208,07-07-2026,Tuesday,16:18,16,Beverages,Tea,4,120,480,UPI,Regular,0,480,3.6,No
1209,07-07-2026,Tuesday,09:06,9,Snacks,Chips,5,30,150,UPI,Regular,0,150,4.2,No
1210,07-07-2026,Tuesday,14:56,14,Grocery,Rice,2,60,120,UPI,New,0,120,4.7,No
1211,07-07-2026,Tuesday,14:26,14,Dairy,Cheese,2,140,280,UPI,New,0,280,4,No
1212,07-07-2026,Tuesday,15:12,15,Grocery,Rice,2,60,120,UPI,Regular,0,120,4.4,No
1213,07-07-2026,Tuesday,20:35,20,Beverages,Tea,3,120,360,Card,Regular,0,360,3.6,No
1214,07-07-2026,Tuesday,16:29,16,Grocery,Flour,5,50,250,UPI,New,0,250,4.8,No
1215,07-07-2026,Tuesday,12:04,12,Dairy,Butter,3,90,270,Card,Regular,0,270,4,No
1216,07-07-2026,Tuesday,17:46,17,Grocery,Rice,5,60,300,Card,New,0,300,4.3,No
1217,07-07-2026,Tuesday,14:33,14,Beverages,Tea,1,120,120,UPI,Regular,0,120,3.8,No
1218,07-07-2026,Tuesday,17:47,17,Dairy,Cheese,5,140,700,Cash,Regular,70,630,4.9,No
1219,07-07-2026,Tuesday,16:56,16,Dairy,Butter,3,90,270,UPI,Regular,0,270,3.7,No
1220,07-07-2026,Tuesday,15:10,15,Snacks,Chips,3,30,90,UPI,New,0,90,4.8,No
1221,07-07-2026,Tuesday,17:22,17,Beverages,Juice,3,80,240,UPI,Regular,0,240,5,No
1222,07-07-2026,Tuesday,10:14,10,Beverages,Coffee,1,180,180,UPI,Regular,0,180,4.5,No
1223,07-07-2026,Tuesday,16:36,16,Snacks,Biscuits,3,40,120,Cash,New,0,120,4,No
1224,07-07-2026,Tuesday,16:34,16,Snacks,Namkeen,4,70,280,Cash,New,0,280,4.5,No
1225,07-07-2026,Tuesday,16:37,16,Household,Tissue,3,60,180,Card,New,0,180,3.6,No
1226,07-07-2026,Tuesday,13:19,13,Beverages,Tea,1,120,120,Cash,New,0,120,3.8,No
1227,07-07-2026,Tuesday,17:07,17,Snacks,Biscuits,2,40,80,Cash,Regular,0,80,3.5,No
1228,07-07-2026,Tuesday,15:25,15,Beverages,Tea,4,120,480,Card,Regular,0,480,5,No
1229,07-07-2026,Tuesday,17:08,17,Snacks,Chips,5,30,150,Card,Regular,0,150,4.3,No
1230,07-07-2026,Tuesday,09:08,9,Snacks,Namkeen,4,70,280,UPI,New,0,280,4.7,No
1231,07-07-2026,Tuesday,17:11,17,Grocery,Sugar,5,45,225,Card,New,0,225,4.5,No
1232,07-07-2026,Tuesday,15:55,15,Grocery,Flour,2,50,100,Cash,New,0,100,4.7,No
1233,07-07-2026,Tuesday,16:49,16,Grocery,Flour,4,50,200,UPI,Regular,0,200,3.6,No
1234,07-07-2026,Tuesday,17:48,17,Grocery,Rice,4,60,240,UPI,Regular,0,240,4.1,No
1235,07-07-2026,Tuesday,19:46,19,Grocery,Rice,4,60,240,Card,New,0,240,3.6,No
1236,07-07-2026,Tuesday,11:58,11,Dairy,Cheese,2,140,280,UPI,New,0,280,4,No
1237,07-07-2026,Tuesday,15:24,15,Dairy,Milk,2,55,110,Cash,New,0,110,3.7,No
1238,07-07-2026,Tuesday,16:54,16,Snacks,Chips,5,30,150,Cash,Regular,0,150,4.6,No
1239,07-07-2026,Tuesday,17:28,17,Beverages,Coffee,1,180,180,UPI,Regular,0,180,3.9,No
1240,07-07-2026,Tuesday,16:30,16,Grocery,Flour,2,50,100,UPI,New,0,100,4.1,No
1241,07-07-2026,Tuesday,16:19,16,Grocery,Sugar,5,45,225,UPI,New,0,225,3.9,No
1242,07-07-2026,Tuesday,14:43,14,Grocery,Rice,1,60,60,Card,Regular,0,60,3.9,No
1243,07-07-2026,Tuesday,15:11,15,Dairy,Milk,5,55,275,Card,New,0,275,4.8,No
1244,07-07-2026,Tuesday,17:30,17,Grocery,Rice,2,60,120,UPI,Regular,0,120,4.3,No
1245,07-07-2026,Tuesday,14:29,14,Household,Detergent,5,220,1100,Card,Regular,110,990,4.2,No
1246,07-07-2026,Tuesday,16:35,16,Snacks,Biscuits,4,40,160,UPI,Regular,0,160,4.5,No
1247,07-07-2026,Tuesday,16:24,16,Household,Detergent,2,220,440,Cash,Regular,0,440,4.8,No
1248,07-07-2026,Tuesday,14:07,14,Dairy,Butter,5,90,450,UPI,Regular,0,450,4.3,No
1249,07-07-2026,Tuesday,17:59,17,Beverages,Juice,3,80,240,UPI,New,0,240,4.7,No
1250,07-07-2026,Tuesday,17:10,17,Grocery,Rice,4,60,240,Cash,Regular,0,240,4.6,No
1251,07-07-2026,Tuesday,20:26,20,Grocery,Flour,3,50,150,UPI,Regular,0,150,4.8,No
1252,07-07-2026,Tuesday,10:16,10,Grocery,Flour,2,50,100,UPI,Regular,0,100,3.7,No
1253,07-07-2026,Tuesday,14:32,14,Grocery,Sugar,1,45,45,Card,Regular,0,45,4.7,No
1254,07-07-2026,Tuesday,17:17,17,Beverages,Coffee,2,180,360,UPI,New,0,360,3.8,No
1255,07-07-2026,Tuesday,17:30,17,Grocery,Flour,5,50,250,UPI,Regular,0,250,3.6,No
1256,07-07-2026,Tuesday,20:33,20,Snacks,Chips,3,30,90,Card,Regular,0,90,4.3,No
1257,07-07-2026,Tuesday,16:52,16,Grocery,Sugar,2,45,90,UPI,New,0,90,3.8,No
1258,07-07-2026,Tuesday,14:41,14,Grocery,Rice,5,60,300,UPI,New,0,300,4.2,No
